datetime,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
2021-05-26 03:16:01.733079,192.0,Mauritius,"1,311",,17 ,,"1,171",,123,,"1,029",13,"358,675","281,609","1,273,663 ",Africa,972,"74,921",4.0,,,97
2021-05-26 03:16:01.733079,193.0,Antigua and Barbuda,"1,258",,42 ,,"1,200",,16,2,"12,751",426,"16,700","169,275","98,656 ",North America,78,"2,349",6.0,,,162
2021-05-26 03:16:01.733079,194.0,St. Barth,"1,005",,1 ,,462,,542,,"101,474",101,"26,385","2,664,075","9,904 ",North America,10,"9,904",0.0,,,"54,725"
2021-05-26 03:16:01.733079,195.0,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,
2021-05-26 03:16:01.733079,196.0,Faeroe Islands,694,,1 ,,668,,25,,"14,155",20,"267,795","5,461,860","49,030 ",Europe,71,"49,030",0.0,,,510
2021-05-26 03:16:01.733079,197.0,Cayman Islands,578,,2 ,,562,,14,,"8,703",30,"96,460","1,452,426","66,413 ",North America,115,"33,207",1.0,,,211
2021-05-26 03:16:01.733079,198.0,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,249,233 ",Africa,"120,332","2,916,630",,,,5
2021-05-26 03:16:01.733079,199.0,Wallis and Futuna,445,,7 ,,438,,0,1,"40,231",633,"18,986","1,716,481","11,061 ",Australia/Oceania,25,"1,580",1.0,,,
2021-05-26 03:16:01.733079,200.0,Fiji,259,,4 ,,147,,108,,287,4,"92,821","102,875","902,270 ",Australia/Oceania,"3,484","225,568",10.0,,,120
2021-05-26 03:16:01.733079,201.0,British Virgin Islands,248,,1 ,,209,,38,,"8,155",33,"39,777","1,307,981","30,411 ",North America,123,"30,411",1.0,,,"1,250"
2021-05-26 03:16:01.733079,202.0,Brunei ,236,,3 ,,225,,8,,535,7,"124,202","281,488","441,233 ",Asia,"1,870","147,078",4.0,,,18
2021-05-26 03:16:01.733079,203.0,Dominica,184,, ,,176,,8,,"2,550",,"16,134","223,627","72,147 ",North America,392,,4.0,,,111
2021-05-26 03:16:01.733079,204.0,Grenada,161,,1 ,,160,,0,,"1,425",9,"28,684","253,861","112,991 ",North America,702,"112,991",4.0,,,
2021-05-26 03:16:01.733079,205.0,New Caledonia,126,, ,,58,,68,,438,,"32,709","113,590","287,957 ",Australia/Oceania,"2,285",,9.0,,,236
2021-05-26 03:16:01.733079,206.0,Anguilla,109,, ,,107,,2,,"7,208",,"21,979","1,453,349","15,123 ",North America,139,,1.0,,,132
2021-05-26 03:16:01.733079,207.0,Falkland Islands,63,, ,,63,,0,,"17,647",,"7,258","2,033,053","3,570 ",South America,57,,0.0,,,
2021-05-26 03:16:01.733079,208.0,Saint Kitts and Nevis,60,, ,,45,,15,,"1,121",,"14,662","273,872","53,536 ",North America,892,,4.0,,,280
2021-05-26 03:16:01.733079,209.0,Macao,51,, ,,49,,2,,78,,"4,483","6,821","657,256 ",Asia,"12,887",,147.0,,,3
2021-05-26 03:16:01.733079,210.0,Greenland,34,, ,,32,,2,,598,,"23,980","421,752","56,858 ",North America,"1,672",,2.0,,,35
2021-05-26 03:16:01.733079,211.0,Vatican City,27,, ,,27,,0,,"33,624",,,,803 ,Europe,30,,,,,
2021-05-26 03:16:01.733079,212.0,Saint Pierre Miquelon,25,, ,,25,,0,,"4,334",,"5,736","994,280","5,769 ",North America,231,,1.0,,,
2021-05-26 03:16:01.733079,213.0,Montserrat,20,,1 ,,19,,0,,"4,004",200,"1,408","281,882","4,995 ",North America,250,"4,995",4.0,,,
2021-05-26 03:16:01.733079,214.0,Solomon Islands,20,, ,,20,,0,,28,,"4,500","6,411","701,903 ",Australia/Oceania,"35,095",,156.0,,,
2021-05-26 03:16:01.733079,215.0,Western Sahara,10,,1 ,,8,,1,,16,2,,,"610,434 ",Africa,"61,043","610,434",,,,2
2021-05-26 03:16:01.733079,216.0,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
2021-05-26 03:16:01.733079,217.0,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,354","313,547 ",Australia/Oceania,"78,387","313,547",14.0,,,
2021-05-26 03:16:01.733079,218.0,Marshall Islands,4,, ,,4,,0,,67,,,,"59,548 ",Australia/Oceania,"14,887",,,,,
2021-05-26 03:16:01.733079,219.0,Samoa,3,, ,,3,,0,,15,,,,"199,596 ",Australia/Oceania,"66,532",,,,,
2021-05-26 03:16:01.733079,220.0,Saint Helena,2,, ,,2,,0,,328,,,,"6,093 ",Africa,"3,047",,,,,
2021-05-26 03:16:01.733079,221.0,Micronesia,1,, ,,1,,0,,9,,,,"116,103 ",Australia/Oceania,"116,103",,,,,
2021-05-26 03:16:01.733079,222.0,China,"91,019",+13,"4,636 ",,"86,063",+12,320,2,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,813","310,467",9.0,0.01,,0.2
2021-05-26 03:16:01.733079,1.0,China,"91,006",+15,"4,636 ",,"86,051",+21,319,3,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,816","310,467",9.0,0.01,,0.2
2021-05-26 03:16:01.733079,2.0,USA,"33,947,189","+22,738","605,208 ",+669,"27,606,442","+42,512","5,735,539","6,839","102,022","1,819","475,226,822","1,428,206","332,743,783 ",North America,10,550,1.0,68,2.0,"17,237"
2021-05-26 03:16:01.733079,3.0,India,"27,156,382","+208,886","311,421 ","+4,172","24,343,299","+295,539","2,501,662","8,944","19,507",224,"332,594,176","238,905","1,392,160,765 ",Asia,51,"4,470",4.0,150,3.0,"1,797"
2021-05-26 03:16:01.733079,4.0,Brazil,"16,195,981","+74,845","452,224 ","+2,198","14,648,332","+96,308","1,095,425","8,318","75,712","2,114","49,013,934","229,129","213,914,316 ",South America,13,473,4.0,350,10.0,"5,121"
2021-05-26 03:16:01.733079,5.0,France,"5,609,050","+3,155","108,879 ",+203,"5,246,431","+24,320","253,740","3,447","85,761","1,665","83,375,451","1,274,791","65,403,206 ",Europe,12,601,1.0,48,3.0,"3,880"
2021-05-26 03:16:01.733079,6.0,Turkey,"5,203,385","+9,375","46,621 ",+175,"5,045,508","+11,192","111,256","1,667","61,107",548,"52,817,437","620,273","85,151,966 ",Asia,16,"1,826",2.0,110,2.0,"1,307"
2021-05-26 03:16:01.733079,7.0,Russia,"5,017,795","+7,884","119,194 ",+393,"4,632,955","+8,743","265,646","2,300","34,371",816,"136,100,000","932,251","145,990,678 ",Europe,29,"1,225",1.0,54,3.0,"1,820"
2021-05-26 03:16:01.733079,8.0,UK,"4,467,310","+2,493","127,739 ",+15,"4,305,971","+2,350","33,600",121,"65,497","1,873","178,307,058","2,614,245","68,205,954 ",Europe,15,534,0.0,37,0.2,493
2021-05-26 03:16:01.733079,9.0,Italy,"4,197,892","+3,224","125,501 ",+166,"3,804,246","+11,348","268,145","1,323","69,522","2,078","64,918,613","1,075,133","60,381,917 ",Europe,14,481,1.0,53,3.0,"4,441"
2021-05-26 03:16:01.733079,10.0,Germany,"3,662,568","+2,578","88,161 ",+122,"3,423,700","+14,900","150,707","3,477","43,589","1,049","59,197,639","704,529","84,024,438 ",Europe,23,953,1.0,31,1.0,"1,794"
2021-05-26 03:16:01.733079,11.0,Spain,"3,652,879","+5,359","79,801 ",+90,"3,402,258","+7,918","170,820","1,552","78,101","1,706","49,708,830","1,062,812","46,771,047 ",Europe,13,586,1.0,115,2.0,"3,652"
2021-05-26 03:16:01.733079,12.0,Argentina,"3,586,736","+24,601","75,056 ",+576,"3,157,660","+24,477","354,020","6,552","78,713","1,647","13,342,649","292,811","45,567,436 ",South America,13,607,3.0,540,13.0,"7,769"
2021-05-26 03:16:01.733079,13.0,Colombia,"3,270,614","+21,181","85,666 ",+459,"3,063,330","+17,183","121,618","6,582","63,669","1,668","16,509,243","321,387","51,368,697 ",South America,16,600,3.0,412,9.0,"2,368"
2021-05-26 03:16:01.733079,14.0,Poland,"2,867,187","+1,000","73,096 ",+151,"2,629,626","+1,947","164,465",990,"75,833","1,933","15,581,754","412,114","37,809,358 ",Europe,13,517,2.0,26,4.0,"4,350"
2021-05-26 03:16:01.733079,15.0,Iran,"2,855,396","+11,873","79,056 ",+208,"2,362,428","+14,676","413,912","4,695","33,611",931,"19,185,933","225,836","84,955,304 ",Asia,30,"1,075",4.0,140,2.0,"4,872"
2021-05-26 03:16:01.733079,16.0,Mexico,"2,397,307",+703,"221,695 ",+48,"1,916,144","+2,043","259,468","4,798","18,420","1,703","6,946,817","53,377","130,146,220 ",North America,54,587,19.0,5,0.4,"1,994"
2021-05-26 03:16:01.733079,17.0,Ukraine,"2,186,463","+2,608","49,685 ",+249,"1,975,064","+17,503","161,714",177,"50,267","1,142","10,022,457","230,415","43,497,342 ",Europe,20,875,4.0,60,6.0,"3,718"
2021-05-26 03:16:01.733079,18.0,Peru,"1,932,255","+5,332","68,470 ",+112,"1,720,665",,"143,120","2,678","57,882","2,051","12,554,299","376,070","33,382,852 ",South America,17,488,3.0,160,3.0,"4,287"
2021-05-26 03:16:01.733079,19.0,Indonesia,"1,786,187","+5,060","49,627 ",+172,"1,642,074","+3,795","94,486",,"6,469",180,"16,230,571","58,782","276,114,510 ",Asia,155,"5,564",17.0,18,0.6,342
2021-05-26 03:16:01.733079,20.0,Czechia,"1,658,778",+695,"30,041 ",+4,"1,612,831",+64,"15,906",144,"154,638","2,801","23,250,240","2,167,486","10,726,822 ",Europe,6,357,0.0,65,0.4,"1,483"
2021-05-26 03:16:01.733079,21.0,South Africa,"1,640,932","+3,084","55,976 ",+102,"1,543,951","+2,701","41,005",546,"27,359",933,"11,406,308","190,175","59,978,099 ",Africa,37,"1,071",5.0,51,2.0,684
2021-05-26 03:16:01.733079,22.0,Netherlands,"1,631,384","+2,462","17,566 ",+13,"1,443,584","+8,002","170,234",578,"95,020","1,023","13,797,380","803,626","17,168,916 ",Europe,11,977,1.0,143,0.8,"9,915"
2021-05-26 03:16:01.733079,23.0,Canada,"1,365,516","+3,952","25,324 ",+59,"1,292,324","+7,843","47,868","1,236","35,898",666,"34,315,351","902,116","38,038,745 ",North America,28,"1,502",1.0,104,2.0,"1,258"
2021-05-26 03:16:01.733079,24.0,Chile,"1,339,421","+4,160","28,585 ",+37,"1,270,769","+5,653","40,067","3,026","69,532","1,484","14,426,305","748,902","19,263,280 ",South America,14,674,1.0,216,2.0,"2,080"
2021-05-26 03:16:01.733079,25.0,Philippines,"1,188,672","+3,972","20,019 ",+36,"1,120,452","+4,659","48,201","1,704","10,720",181,"13,086,760","118,019","110,886,448 ",Asia,93,"5,539",8.0,36,0.3,435
2021-05-26 03:16:01.733079,26.0,Iraq,"1,176,980","+4,938","16,241 ",+27,"1,090,891","+4,279","69,848",461,"28,687",396,"10,206,732","248,776","41,027,868 ",Asia,35,"2,526",4.0,120,0.7,"1,702"
2021-05-26 03:16:01.733079,27.0,Romania,"1,076,154",+381,"30,040 ",+63,"1,035,115","+1,131","10,999",545,"56,278","1,571","8,908,274","465,860","19,122,198 ",Europe,18,637,2.0,20,3.0,575
2021-05-26 03:16:01.733079,28.0,Sweden,"1,064,375",,"14,360 ",,"935,698","+1,758","114,317",227,"104,805","1,414","9,762,557","961,284","10,155,748 ",Europe,10,707,1.0,,,"11,256"
2021-05-26 03:16:01.733079,29.0,Belgium,"1,049,822",+941,"24,853 ",+11,"947,199","+7,496","77,770",542,"90,231","2,136","13,657,044","1,173,801","11,634,888 ",Europe,11,468,1.0,81,0.9,"6,684"
2021-05-26 03:16:01.733079,30.0,Pakistan,"905,852","+2,253","20,400 ",+92,"823,157","+2,783","62,295","4,723","4,031",91,"12,884,544","57,335","224,723,434 ",Asia,248,"11,016",17.0,10,0.4,277
2021-05-26 03:16:01.733079,31.0,Portugal,"845,840",+375,"17,021 ",+3,"806,648",+669,"22,171",52,"83,170","1,674","11,499,368","1,130,717","10,169,977 ",Europe,12,597,1.0,37,0.3,"2,180"
2021-05-26 03:16:01.733079,32.0,Israel,"839,389",+28,"6,406 ",,"832,523",+82,460,55,"90,005",687,"14,587,504","1,564,176","9,326,000 ",Asia,11,"1,456",1.0,3,,49
2021-05-26 03:16:01.733079,33.0,Hungary,"802,510",+164,"29,581 ",+21,"671,392","+1,187","101,537",159,"83,263","3,069","5,750,359","596,616","9,638,298 ",Europe,12,326,2.0,17,2.0,"10,535"
2021-05-26 03:16:01.733079,34.0,Bangladesh,"792,196","+1,675","12,441 ",+40,"732,810","+1,279","46,945","1,129","4,768",75,"5,854,919","35,237","166,159,417 ",Asia,210,"13,356",28.0,10,0.2,283
2021-05-26 03:16:01.733079,35.0,Jordan,"732,356",+920,"9,395 ",+11,"712,458",+844,"10,503",637,"71,145",913,"7,162,353","695,787","10,293,886 ",Asia,14,"1,096",1.0,89,1.0,"1,020"
2021-05-26 03:16:01.733079,36.0,Japan,"721,912","+2,715","12,398 ",+86,"645,157","+5,270","64,357","1,294","5,724",98,"13,875,603","110,012","126,128,323 ",Asia,175,"10,173",9.0,22,0.7,510
2021-05-26 03:16:01.733079,37.0,Serbia,"710,729",+414,"6,801 ",+13,"690,453","+1,355","13,475",58,"81,639",781,"4,097,597","470,679","8,705,718 ",Europe,12,"1,280",2.0,48,1.0,"1,548"
2021-05-26 03:16:01.733079,38.0,Switzerland,"690,123","+2,770","10,786 ",+7,"635,778","+1,093","43,559",152,"79,221","1,238","7,549,270","866,599","8,711,373 ",Europe,13,808,1.0,318,0.8,"5,000"
2021-05-26 03:16:01.733079,39.0,Austria,"642,138",+398,"10,551 ",+4,"624,549",+881,"7,038",218,"70,935","1,166","39,471,518","4,360,291","9,052,497 ",Europe,14,858,0.0,44,0.4,777
2021-05-26 03:16:01.733079,40.0,UAE,"559,291","+1,672","1,658 ",+4,"539,161","+1,630","18,472",,"55,944",166,"49,009,805","4,902,258","9,997,395 ",Asia,18,"6,030",0.0,167,0.4,"1,848"
2021-05-26 03:16:01.733079,41.0,Lebanon,"538,991",+323,"7,690 ",+6,"513,249","+1,318","18,052",231,"79,287","1,131","4,329,075","636,820","6,797,952 ",Asia,13,884,2.0,48,0.9,"2,656"
2021-05-26 03:16:01.733079,42.0,Nepal,"528,848","+8,387","6,700 ",+169,"404,887","+6,404","117,261",,"17,863",226,"2,958,620","99,936","29,605,123 ",Asia,56,"4,419",10.0,283,6.0,"3,961"
2021-05-26 03:16:01.733079,43.0,Malaysia,"525,889","+7,289","2,369 ",+60,"460,062","+3,789","63,458",726,"16,064",72,"11,398,905","348,194","32,737,205 ",Asia,62,"13,819",3.0,223,2.0,"1,938"
2021-05-26 03:16:01.733079,44.0,Morocco,"517,423",+310,"9,129 ",+3,"505,668",+276,"2,626",93,"13,871",245,"6,460,591","173,195","37,302,303 ",Africa,72,"4,086",6.0,8,0.08,70
2021-05-26 03:16:01.733079,45.0,Saudi Arabia,"443,460","+1,389","7,278 ",+14,"426,589",+912,"9,593","1,348","12,563",206,"18,695,690","529,641","35,298,767 ",Asia,80,"4,850",2.0,39,0.4,272
2021-05-26 03:16:01.733079,46.0,Ecuador,"420,167",+969,"20,227 ",+17,"366,425",,"33,515",579,"23,496","1,131","1,400,331","78,307","17,882,688 ",South America,43,884,13.0,54,1.0,"1,874"
2021-05-26 03:16:01.733079,47.0,Bulgaria,"417,133",+406,"17,581 ",+68,"376,126","+2,423","23,426",383,"60,442","2,547","2,768,262","401,118","6,901,362 ",Europe,17,393,2.0,59,10.0,"3,394"
2021-05-26 03:16:01.733079,48.0,Greece,"393,583","+2,402","11,872 ",+50,"359,890","+2,108","21,821",556,"37,927","1,144","9,278,919","894,159","10,377,255 ",Europe,26,874,1.0,231,5.0,"2,103"
2021-05-26 03:16:01.733079,49.0,Slovakia,"388,986",+132,"12,301 ",+5,"373,840",+346,"2,845",117,"71,217","2,252","2,805,853","513,703","5,462,018 ",Europe,14,444,2.0,24,0.9,521
2021-05-26 03:16:01.733079,50.0,Belarus,"387,818",+840,"2,791 ",+11,"377,869",+764,"7,158",,"41,054",295,"6,230,051","659,507","9,446,530 ",Europe,24,"3,385",2.0,89,1.0,758
2021-05-26 03:16:01.733079,51.0,Kazakhstan,"376,572","+1,558","3,828 ",+23,"340,978","+2,248","31,766",221,"19,843",202,"11,270,949","593,902","18,977,808 ",Asia,50,"4,958",2.0,82,1.0,"1,674"
2021-05-26 03:16:01.733079,52.0,Panama,"374,937",+581,"6,353 ",+7,"362,765",+588,"5,819",105,"85,690","1,452","2,600,932","594,429","4,375,510 ",North America,12,689,2.0,133,2.0,"1,330"
2021-05-26 03:16:01.733079,53.0,Croatia,"354,383",+323,"7,950 ",+21,"343,414",+546,"3,019",109,"86,806","1,947","1,981,396","485,341","4,082,486 ",Europe,12,514,2.0,79,5.0,740
2021-05-26 03:16:01.733079,54.0,Bolivia,"352,170","+2,517","14,024 ",+59,"283,673","+1,663","54,473",200,"29,806","1,187","1,395,226","118,084","11,815,517 ",South America,34,843,8.0,213,5.0,"4,610"
2021-05-26 03:16:01.733079,55.0,Georgia,"339,315","+1,354","4,654 ",+15,"320,777",+821,"13,884",,"85,206","1,169","4,791,817","1,203,284","3,982,284 ",Asia,12,856,1.0,340,4.0,"3,486"
2021-05-26 03:16:01.733079,56.0,Paraguay,"338,914","+3,223","8,591 ",+117,"279,343","+2,215","50,980",601,"47,000","1,191","1,251,565","173,564","7,210,978 ",South America,21,839,6.0,447,16.0,"7,070"
2021-05-26 03:16:01.733079,57.0,Tunisia,"337,529","+1,115","12,342 ",+69,"298,141","+1,018","27,046",412,"28,294","1,035","1,442,288","120,902","11,929,401 ",Africa,35,967,8.0,93,6.0,"2,267"
2021-05-26 03:16:01.733079,58.0,Azerbaijan,"332,894",+284,"4,877 ",+10,"321,677",+545,"6,340",,"32,569",477,"3,468,615","339,359","10,221,080 ",Asia,31,"2,096",3.0,28,1.0,620
2021-05-26 03:16:01.733079,59.0,Costa Rica,"306,899","+2,370","3,877 ",+28,"231,319",+684,"71,703",545,"59,757",755,"1,177,571","229,287","5,135,805 ",North America,17,"1,325",4.0,461,5.0,"13,961"
2021-05-26 03:16:01.733079,60.0,Palestine,"306,334",+557,"3,480 ",+10,"299,024",+522,"3,830",46,"58,829",668,"1,811,594","347,902","5,207,201 ",Asia,17,"1,496",3.0,107,2.0,736
2021-05-26 03:16:01.733079,61.0,Kuwait,"301,863","+1,408","1,746 ",+5,"287,357","+1,158","12,760",146,"69,762",404,"2,545,841","588,352","4,327,070 ",Asia,14,"2,478",2.0,325,1.0,"2,949"
2021-05-26 03:16:01.733079,62.0,Dominican Republic,"285,211",+644,"3,610 ",,"237,553",+782,"44,048",357,"26,058",330,"1,520,322","138,901","10,945,372 ",North America,38,"3,032",7.0,59,,"4,024"
2021-05-26 03:16:01.733079,63.0,Denmark,"275,207",+794,"2,510 ",+1,"259,313","+1,129","13,384",20,"47,364",432,"52,077,271","8,962,597","5,810,511 ",Europe,21,"2,315",0.0,137,0.2,"2,303"
2021-05-26 03:16:01.733079,64.0,Uruguay,"271,859","+3,971","3,973 ",+51,"233,629","+2,988","34,257",504,"78,019","1,140","2,143,971","615,282","3,484,536 ",South America,13,877,2.0,"1,140",15.0,"9,831"
2021-05-26 03:16:01.733079,65.0,Lithuania,"271,682",+537,"4,209 ",+6,"249,640","+1,821","17,833",150,"101,070","1,566","3,253,207","1,210,249","2,688,047 ",Europe,10,639,1.0,200,2.0,"6,634"
2021-05-26 03:16:01.733079,66.0,Ethiopia,"269,782",+282,"4,093 ",+9,"231,635",+851,"34,054",466,"2,296",35,"2,696,063","22,945","117,502,500 ",Africa,436,"28,708",44.0,2,0.08,290
2021-05-26 03:16:01.733079,67.0,Ireland,"259,415",+365,"4,941 ",,"241,692",+429,"12,782",41,"52,016",991,"4,729,538","948,338","4,987,185 ",Europe,19,"1,009",1.0,73,,"2,563"
2021-05-26 03:16:01.733079,68.0,Egypt,"256,124","+1,140","14,807 ",+41,"187,691",+245,"53,626",90,"2,461",142,"2,715,258","26,094","104,058,728 ",Africa,406,"7,028",38.0,11,0.4,515
2021-05-26 03:16:01.733079,69.0,Moldova,"254,814",+73,"6,084 ",+4,"246,894",+128,"1,836",104,"63,299","1,511","1,082,818","268,987","4,025,534 ",Europe,16,662,4.0,18,1.0,456
2021-05-26 03:16:01.733079,70.0,Slovenia,"252,098",+326,"4,358 ",+3,"242,366",+487,"5,374",92,"121,248","2,096","1,260,059","606,032","2,079,195 ",Europe,8,477,2.0,157,1.0,"2,585"
2021-05-26 03:16:01.733079,71.0,Guatemala,"248,824","+1,180","8,022 ",+13,"229,126",+957,"11,676",5,"13,663",440,"1,390,738","76,365","18,211,675 ",North America,73,"2,270",13.0,65,0.7,641
2021-05-26 03:16:01.733079,72.0,Honduras,"233,116",+444,"6,188 ",+42,"83,725",+100,"143,203",496,"23,206",616,"702,450","69,927","10,045,478 ",North America,43,"1,623",14.0,44,4.0,"14,255"
2021-05-26 03:16:01.733079,73.0,Venezuela,"226,136","+1,317","2,544 ",+16,"209,495","+1,277","14,097",316,"7,973",90,"3,359,014","118,427","28,363,499 ",South America,125,"11,149",8.0,46,0.6,497
2021-05-26 03:16:01.733079,74.0,Bahrain,"223,613","+2,766",866 ,+18,"198,220","+1,535","24,527",193,"127,478",494,"4,529,080","2,581,958","1,754,126 ",Asia,8,"2,026",0.0,"1,577",10.0,"13,982"
2021-05-26 03:16:01.733079,75.0,Armenia,"222,139",+157,"4,400 ",+6,"211,634",+259,"6,105",,"74,839","1,482","1,065,211","358,872","2,968,217 ",Asia,13,675,3.0,53,2.0,"2,057"
2021-05-26 03:16:01.733079,76.0,Qatar,"216,091",+349,549 ,+2,"211,635",+339,"3,907",246,"76,961",196,"2,001,947","712,994","2,807,805 ",Asia,13,"5,114",1.0,124,0.7,"1,391"
2021-05-26 03:16:01.733079,77.0,Oman,"212,038",+817,"2,284 ",+10,"195,720",+285,"14,034",243,"40,602",437,"1,550,000","296,799","5,222,393 ",Asia,25,"2,287",3.0,156,2.0,"2,687"
2021-05-26 03:16:01.733079,78.0,Bosnia and Herzegovina,"203,513",+122,"9,168 ",+18,"173,187",+457,"21,158",,"62,380","2,810","965,308","295,884","3,262,456 ",Europe,16,356,3.0,37,6.0,"6,485"
2021-05-26 03:16:01.733079,79.0,Libya,"183,932",+340,"3,114 ",+2,"170,489",+294,"10,329",,"26,446",448,"1,009,826","145,196","6,954,911 ",Africa,38,"2,233",7.0,49,0.3,"1,485"
2021-05-26 03:16:01.733079,80.0,Sri Lanka,"169,900","+2,728","1,269  ",+26,"141,175","+1,228","27,456",,"7,905",59,"3,277,624","152,491","21,493,825 ",Asia,127,"16,938",7.0,127,1.0,"1,277"
2021-05-26 03:16:01.733079,81.0,Kenya,"168,925",+382,"3,087 ",+14,"115,813","+1,134","50,025",121,"3,081",56,"1,787,093","32,594","54,828,304 ",Africa,325,"17,761",31.0,7,0.3,912
2021-05-26 03:16:01.733079,82.0,Nigeria,"166,098",+37,"2,071 ",+4,"156,528",+36,"7,499",11,788,10,"2,093,243","9,935","210,694,808 ",Africa,"1,268","101,736",101.0,0.2,0.02,36
2021-05-26 03:16:01.733079,83.0,North Macedonia,"155,071",+14,"5,342 ",+13,"147,043",+103,"2,686",25,"74,435","2,564","779,581","374,205","2,083,297 ",Europe,13,390,3.0,7,6.0,"1,289"
2021-05-26 03:16:01.733079,84.0,Myanmar,"143,296",+34,"3,216 ",,"132,229",+11,"7,851",,"2,618",59,"2,613,549","47,747","54,736,917 ",Asia,382,"17,020",21.0,0.6,,143
2021-05-26 03:16:01.733079,85.0,S. Korea,"136,975",+508,"1,938 ",+4,"126,993",+566,"8,044",160,"2,670",38,"9,592,727","186,961","51,308,819 ",Asia,375,"26,475",5.0,10,0.08,157
2021-05-26 03:16:01.733079,86.0,Cuba,"135,499","+1,291",901 ,+11,"127,614","+1,155","6,984",138,"11,969",80,"4,193,872","370,470","11,320,404 ",North America,84,"12,564",3.0,114,1.0,617
2021-05-26 03:16:01.733079,87.0,Thailand,"135,439","+3,226",832 ,+26,"89,194","+3,094","45,413","1,169","1,936",12,"8,124,896","116,141","69,957,237 ",Asia,517,"84,083",9.0,46,0.4,649
2021-05-26 03:16:01.733079,88.0,Albania,"132,229",+14,"2,447 ",+2,"128,907",+81,875,18,"45,993",851,"704,332","244,987","2,874,973 ",Europe,22,"1,175",4.0,5,0.7,304
2021-05-26 03:16:01.733079,89.0,Latvia,"131,514",+435,"2,342 ",+14,"122,088",,"7,084",81,"70,426","1,254","2,599,046","1,391,791","1,867,411 ",Europe,14,797,1.0,233,7.0,"3,793"
2021-05-26 03:16:01.733079,90.0,Estonia,"128,829",+160,"1,241 ",,"121,580",+466,"6,008",25,"97,058",935,"1,400,133","1,054,844","1,327,336 ",Europe,10,"1,070",1.0,121,,"4,526"
2021-05-26 03:16:01.733079,91.0,Algeria,"127,361",+254,"3,433 ",+7,"88,672",+175,"35,256",20,"2,858",77,"230,861","5,181","44,558,642 ",Africa,350,"12,980",193.0,6,0.2,791
2021-05-26 03:16:01.733079,92.0,Norway,"123,163",+511,782 ,,"88,952",,"33,429",17,"22,560",143,"5,635,246","1,032,239","5,459,245 ",Europe,44,"6,981",1.0,94,,"6,123"
2021-05-26 03:16:01.733079,93.0,Kyrgyzstan,"103,000",+298,"1,765 ",+8,"96,433",+314,"4,802",86,"15,558",267,"1,099,787","166,120","6,620,433 ",Asia,64,"3,751",6.0,45,1.0,725
2021-05-26 03:16:01.733079,94.0,Montenegro,"99,358",+67,"1,577 ",+3,"96,750",+84,"1,031",60,"158,179","2,511","406,010","646,372","628,137 ",Europe,6,398,2.0,107,5.0,"1,641"
2021-05-26 03:16:01.733079,95.0,Uzbekistan,"98,849",+192,682 ,+2,"94,385",+242,"3,782",23,"2,916",20,"1,377,915","40,643","33,903,170 ",Asia,343,"49,711",25.0,6,0.06,112
2021-05-26 03:16:01.733079,96.0,Ghana,"93,711",+27,783 ,,"91,707",+105,"1,221",6,"2,961",25,"1,152,871","36,423","31,652,002 ",Africa,338,"40,424",27.0,0.9,,39
2021-05-26 03:16:01.733079,97.0,Zambia,"93,428",+149,"1,271 ",,"91,221",+21,936,52,"4,958",67,"1,520,156","80,677","18,842,478 ",Africa,202,"14,825",12.0,8,,50
2021-05-26 03:16:01.733079,98.0,Finland,"91,744",+125,942 ,+3,"46,000",,"44,802",18,"16,535",170,"4,916,743","886,147","5,548,450 ",Europe,60,"5,890",1.0,23,0.5,"8,075"
2021-05-26 03:16:01.733079,99.0,Cameroon,"77,733",,"1,239 ",,"72,226",,"4,268",385,"2,865",46,"1,518,411","55,958","27,134,981 ",Africa,349,"21,901",18.0,,,157
2021-05-26 03:16:01.733079,100.0,El Salvador,"72,821",+147,"2,224 ",+4,"68,018",+131,"2,579",27,"11,176",341,"978,592","150,193","6,515,570 ",North America,89,"2,930",7.0,23,0.6,396
2021-05-26 03:16:01.733079,101.0,Cyprus,"72,090",+79,357 ,+1,"67,064",+507,"4,669",37,"59,322",294,"6,380,440","5,250,354","1,215,240 ",Asia,17,"3,404",0.0,65,0.8,"3,842"
2021-05-26 03:16:01.733079,102.0,Mozambique,"70,636",+30,833 ,+2,"69,117",+17,686,21,"2,205",26,"547,044","17,076","32,035,288 ",Africa,454,"38,458",59.0,0.9,0.06,21
2021-05-26 03:16:01.733079,103.0,Luxembourg,"69,616",,812 ,+1,"67,501",+339,"1,303",17,"109,617","1,279","2,851,146","4,489,400","635,084 ",Europe,9,782,0.0,,2.0,"2,052"
